dt,datetime,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
1768388400,2026-01-14 11:00:00,3.0,214.24,0.02,0.26,112.79,3.24,39.11,76.74,0.02
1768392000,2026-01-14 12:00:00,3.0,193.74,0.02,0.24,107.97,2.14,31.74,67.39,0.0
1768395600,2026-01-14 13:00:00,3.0,177.31,0.0,0.22,104.17,1.36,25.93,60.58,0.0
1768399200,2026-01-14 14:00:00,3.0,163.91,0.0,0.18,100.76,0.81,21.39,55.44,0.0
1768402800,2026-01-14 15:00:00,3.0,153.68,0.0,0.15,98.29,0.47,18.13,51.89,0.0
1768406400,2026-01-14 16:00:00,2.0,147.23,0.0,0.13,96.84,0.29,16.14,49.59,0.0
1768410000,2026-01-14 17:00:00,2.0,143.25,0.0,0.12,96.14,0.19,15.02,47.86,0.0
1768413600,2026-01-14 18:00:00,2.0,140.74,0.0,0.11,95.93,0.13,14.29,46.06,0.0
1768417200,2026-01-14 19:00:00,2.0,139.25,0.0,0.11,95.86,0.11,13.79,44.03,0.0
1768420800,2026-01-14 20:00:00,2.0,138.49,0.0,0.1,96.02,0.1,13.43,41.88,0.0
1768424400,2026-01-14 21:00:00,2.0,137.87,0.0,0.1,96.09,0.1,13.15,39.74,0.0
1768428000,2026-01-14 22:00:00,2.0,137.08,0.0,0.1,96.36,0.1,12.91,37.65,0.0
1768431600,2026-01-14 23:00:00,2.0,136.26,0.0,0.09,96.66,0.11,12.71,35.65,0.0
1768435200,2026-01-15 00:00:00,2.0,135.44,0.0,0.09,97.03,0.11,12.59,34.09,0.0
1768438800,2026-01-15 01:00:00,2.0,134.71,0.0,0.09,97.51,0.12,12.56,32.83,0.0
1768442400,2026-01-15 02:00:00,2.0,133.99,0.0,0.09,98.04,0.13,12.6,31.96,0.0
1768446000,2026-01-15 03:00:00,2.0,133.39,0.0,0.1,98.38,0.13,12.67,31.35,0.0
1768449600,2026-01-15 04:00:00,2.0,133.02,0.0,0.11,98.34,0.13,12.71,30.92,0.0
1768453200,2026-01-15 05:00:00,2.0,132.74,0.01,0.09,98.41,0.13,12.76,30.63,0.0
1768456800,2026-01-15 06:00:00,2.0,132.55,0.01,0.07,98.13,0.13,12.83,30.36,0.0
1768460400,2026-01-15 07:00:00,2.0,132.15,0.01,0.06,97.31,0.13,12.86,29.98,0.0
1768464000,2026-01-15 08:00:00,2.0,131.55,0.01,0.05,96.53,0.13,12.88,29.58,0.0
1768467600,2026-01-15 09:00:00,2.0,131.01,0.01,0.05,95.7,0.13,12.91,29.23,0.0
1768471200,2026-01-15 10:00:00,2.0,130.62,0.01,0.05,95.6,0.14,12.99,28.87,0.0
1768474800,2026-01-15 11:00:00,2.0,130.08,0.01,0.06,95.69,0.14,13.06,28.42,0.0
1768478400,2026-01-15 12:00:00,2.0,129.6,0.01,0.08,96.08,0.15,13.2,28.27,0.0
1768482000,2026-01-15 13:00:00,2.0,129.71,0.0,0.1,96.81,0.16,13.46,28.5,0.0
1768485600,2026-01-15 14:00:00,2.0,129.76,0.0,0.11,97.56,0.17,13.87,29.18,0.0
1768489200,2026-01-15 15:00:00,2.0,129.95,0.0,0.12,98.31,0.18,14.37,30.12,0.0
1768492800,2026-01-15 16:00:00,2.0,130.18,0.0,0.12,99.04,0.19,14.89,31.15,0.0
1768496400,2026-01-15 17:00:00,2.0,130.64,0.0,0.12,99.74,0.2,15.4,32.1,0.0
1768500000,2026-01-15 18:00:00,3.0,131.19,0.0,0.12,100.51,0.21,15.88,32.89,0.0
1768503600,2026-01-15 19:00:00,3.0,131.57,0.0,0.12,101.04,0.22,16.29,33.47,0.0
1768507200,2026-01-15 20:00:00,3.0,132.18,0.0,0.12,101.74,0.23,16.7,34.01,0.0
1768510800,2026-01-15 21:00:00,3.0,132.9,0.0,0.12,102.46,0.24,17.11,34.64,0.0
1768514400,2026-01-15 22:00:00,3.0,133.49,0.0,0.12,103.12,0.25,17.51,35.22,0.0
1768518000,2026-01-15 23:00:00,3.0,133.95,0.0,0.12,103.93,0.27,17.84,35.66,0.0
1768521600,2026-01-16 00:00:00,3.0,134.47,0.0,0.12,104.71,0.28,18.14,36.19,0.0
1768525200,2026-01-16 01:00:00,3.0,134.85,0.0,0.12,105.26,0.29,18.37,36.65,0.0
1768528800,2026-01-16 02:00:00,3.0,135.31,0.0,0.12,105.55,0.29,18.47,36.81,0.0
1768532400,2026-01-16 03:00:00,3.0,135.41,0.0,0.13,105.58,0.28,18.4,36.62,0.0
1768536000,2026-01-16 04:00:00,3.0,135.0,0.0,0.15,105.28,0.28,18.19,36.11,0.0
1768539600,2026-01-16 05:00:00,3.0,134.47,0.01,0.14,104.75,0.27,17.92,35.49,0.0
1768543200,2026-01-16 06:00:00,3.0,133.87,0.01,0.12,104.19,0.26,17.64,34.91,0.0
1768546800,2026-01-16 07:00:00,3.0,132.9,0.01,0.1,103.24,0.25,17.44,34.61,0.0
1768550400,2026-01-16 08:00:00,3.0,131.94,0.01,0.09,101.95,0.24,17.45,35.01,0.0
1768554000,2026-01-16 09:00:00,3.0,131.23,0.01,0.09,100.94,0.24,17.8,36.44,0.0
1768557600,2026-01-16 10:00:00,3.0,131.39,0.01,0.1,100.88,0.26,18.76,39.66,0.0
1768561200,2026-01-16 11:00:00,3.0,131.62,0.01,0.12,101.27,0.28,20.29,44.62,0.0
1768564800,2026-01-16 12:00:00,3.0,132.12,0.01,0.15,102.34,0.31,22.29,50.92,0.0
1768568400,2026-01-16 13:00:00,3.0,133.04,0.0,0.2,104.0,0.34,24.52,57.62,0.0
1768572000,2026-01-16 14:00:00,3.0,134.08,0.0,0.21,105.22,0.36,26.37,63.26,0.0
1768575600,2026-01-16 15:00:00,3.0,135.25,0.0,0.2,105.96,0.37,27.69,67.4,0.0
1768579200,2026-01-16 16:00:00,3.0,135.92,0.0,0.2,106.26,0.36,28.37,69.8,0.0
1768582800,2026-01-16 17:00:00,3.0,136.7,0.0,0.19,106.11,0.36,28.66,71.27,0.0
1768586400,2026-01-16 18:00:00,3.0,137.43,0.0,0.18,105.79,0.34,28.71,72.39,0.0
1768590000,2026-01-16 19:00:00,3.0,137.85,0.0,0.18,105.16,0.33,28.71,73.53,0.0
1768593600,2026-01-16 20:00:00,3.0,138.39,0.0,0.18,104.5,0.33,28.89,75.35,0.0
1768597200,2026-01-16 21:00:00,3.0,138.99,0.0,0.17,103.59,0.33,29.28,78.11,0.0
1768600800,2026-01-16 22:00:00,3.0,140.17,0.0,0.18,102.69,0.34,29.76,81.74,0.0
1768604400,2026-01-16 23:00:00,3.0,141.41,0.0,0.18,102.09,0.35,30.26,85.94,0.0
1768608000,2026-01-17 00:00:00,3.0,142.7,0.0,0.19,101.95,0.38,31.11,91.41,0.0
1768611600,2026-01-17 01:00:00,3.0,143.93,0.0,0.2,102.98,0.42,32.77,99.38,0.0
1768615200,2026-01-17 02:00:00,4.0,144.57,0.0,0.21,104.79,0.48,35.46,109.86,0.0
1768618800,2026-01-17 03:00:00,4.0,144.5,0.0,0.23,107.21,0.56,38.77,121.82,0.0
1768622400,2026-01-17 04:00:00,4.0,143.26,0.01,0.28,109.34,0.63,41.48,131.09,0.0
1768626000,2026-01-17 05:00:00,4.0,141.19,0.02,0.27,111.44,0.68,42.72,134.91,0.0
1768629600,2026-01-17 06:00:00,4.0,138.7,0.02,0.23,113.29,0.7,41.93,132.07,0.0
1768633200,2026-01-17 07:00:00,4.0,135.15,0.02,0.18,114.18,0.68,38.77,121.77,0.0
1768636800,2026-01-17 08:00:00,4.0,131.19,0.02,0.16,114.54,0.65,33.66,105.07,0.0
1768640400,2026-01-17 09:00:00,3.0,127.27,0.02,0.14,114.52,0.6,27.44,85.02,0.0
1768644000,2026-01-17 10:00:00,3.0,124.21,0.01,0.14,114.6,0.55,21.0,64.58,0.0
1768647600,2026-01-17 11:00:00,3.0,121.98,0.01,0.16,114.69,0.52,15.75,48.17,0.0
1768651200,2026-01-17 12:00:00,3.0,121.21,0.01,0.18,114.84,0.52,12.52,38.19,0.0
1768654800,2026-01-17 13:00:00,3.0,121.83,0.0,0.22,115.12,0.53,11.11,33.82,0.0
1768658400,2026-01-17 14:00:00,3.0,122.9,0.0,0.22,115.28,0.55,10.84,33.01,0.0
1768662000,2026-01-17 15:00:00,3.0,123.97,0.0,0.21,115.06,0.59,11.09,33.78,0.0
1768665600,2026-01-17 16:00:00,3.0,124.09,0.0,0.2,114.7,0.61,11.22,34.29,0.0
1768669200,2026-01-17 17:00:00,3.0,123.74,0.0,0.2,114.48,0.63,11.07,34.08,0.0
1768672800,2026-01-17 18:00:00,3.0,122.57,0.0,0.19,114.04,0.64,10.6,33.03,0.0
1768676400,2026-01-17 19:00:00,3.0,121.18,0.0,0.18,113.34,0.65,9.97,31.48,0.0
1768680000,2026-01-17 20:00:00,3.0,120.05,0.0,0.17,112.65,0.65,9.42,30.05,0.0
1768683600,2026-01-17 21:00:00,3.0,119.25,0.0,0.17,112.04,0.64,9.0,28.94,0.0
1768687200,2026-01-17 22:00:00,3.0,118.66,0.0,0.16,111.49,0.62,8.67,28.1,0.0
1768690800,2026-01-17 23:00:00,3.0,118.37,0.0,0.16,111.24,0.59,8.48,27.76,0.0
1768694400,2026-01-18 00:00:00,3.0,118.27,0.0,0.15,111.31,0.56,8.51,28.33,0.0
1768698000,2026-01-18 01:00:00,3.0,118.43,0.0,0.15,111.6,0.53,8.81,29.93,0.0
1768701600,2026-01-18 02:00:00,3.0,118.78,0.0,0.14,111.9,0.5,9.34,32.45,0.0
1768705200,2026-01-18 03:00:00,3.0,119.42,0.0,0.16,112.03,0.48,10.05,35.7,0.0
1768708800,2026-01-18 04:00:00,3.0,119.77,0.01,0.2,111.78,0.45,10.83,39.03,0.0
1768712400,2026-01-18 05:00:00,3.0,120.11,0.02,0.19,111.54,0.41,11.62,42.04,0.0
1768716000,2026-01-18 06:00:00,3.0,120.21,0.02,0.16,111.12,0.38,12.34,44.63,0.0
1768719600,2026-01-18 07:00:00,3.0,120.14,0.02,0.14,110.46,0.35,12.95,46.85,0.0
1768723200,2026-01-18 08:00:00,3.0,119.94,0.02,0.12,109.36,0.33,13.5,48.82,0.0
1768726800,2026-01-18 09:00:00,3.0,119.6,0.01,0.12,108.2,0.31,13.98,50.43,0.0
1768730400,2026-01-18 10:00:00,3.0,119.81,0.01,0.12,107.51,0.3,14.58,52.56,0.0
1768734000,2026-01-18 11:00:00,3.0,119.98,0.01,0.13,106.83,0.29,15.34,55.31,0.0
1768737600,2026-01-18 12:00:00,3.0,120.38,0.01,0.15,106.34,0.28,16.2,58.41,0.0
1768741200,2026-01-18 13:00:00,3.0,121.11,0.0,0.18,106.15,0.28,17.2,61.96,0.0
1768744800,2026-01-18 14:00:00,3.0,121.96,0.0,0.18,106.04,0.28,18.25,65.63,0.0
1768748400,2026-01-18 15:00:00,3.0,122.87,0.0,0.17,105.92,0.28,19.26,68.9,0.0
1768752000,2026-01-18 16:00:00,3.0,123.44,0.0,0.17,105.71,0.28,20.01,71.28,0.0
1768755600,2026-01-18 17:00:00,3.0,124.16,0.0,0.17,105.71,0.28,20.7,73.21,0.0
1768759200,2026-01-18 18:00:00,3.0,125.0,0.0,0.17,105.79,0.28,21.31,74.91,0.0
1768762800,2026-01-18 19:00:00,3.0,125.65,0.0,0.16,105.71,0.28,21.74,75.87,0.0
1768766400,2026-01-18 20:00:00,3.0,126.18,0.0,0.16,105.98,0.28,22.02,76.36,0.0
1768770000,2026-01-18 21:00:00,3.0,126.62,0.0,0.16,106.18,0.28,22.21,76.56,0.0
1768773600,2026-01-18 22:00:00,3.0,126.98,0.0,0.16,106.37,0.29,22.26,76.3,0.0
1768777200,2026-01-18 23:00:00,3.0,127.17,0.0,0.16,106.6,0.29,22.17,75.53,0.0
1768780800,2026-01-19 00:00:00,3.0,127.33,0.0,0.16,106.79,0.3,21.91,74.26,0.0
1768784400,2026-01-19 01:00:00,3.0,127.62,0.0,0.17,106.88,0.3,21.58,72.71,0.0
1768788000,2026-01-19 02:00:00,3.0,127.74,0.0,0.17,107.19,0.31,21.23,71.18,0.0
1768791600,2026-01-19 03:00:00,3.0,127.72,0.0,0.19,107.65,0.31,20.83,69.59,0.0
1768795200,2026-01-19 04:00:00,3.0,127.02,0.01,0.21,107.6,0.31,20.43,68.05,0.0
1768798800,2026-01-19 05:00:00,3.0,126.89,0.02,0.19,107.99,0.31,20.21,67.01,0.0
1768802400,2026-01-19 06:00:00,3.0,126.72,0.02,0.16,108.2,0.3,20.03,66.0,0.0
1768806000,2026-01-19 07:00:00,3.0,125.62,0.02,0.12,107.93,0.29,19.78,64.71,0.0
1768809600,2026-01-19 08:00:00,3.0,124.54,0.01,0.1,107.44,0.28,19.51,63.27,0.0
1768813200,2026-01-19 09:00:00,3.0,123.72,0.01,0.1,106.74,0.27,19.29,61.98,0.0
1768816800,2026-01-19 10:00:00,3.0,123.38,0.01,0.1,106.55,0.27,19.03,60.55,0.0
1768820400,2026-01-19 11:00:00,3.0,122.76,0.01,0.11,106.32,0.27,18.54,58.32,0.0
1768824000,2026-01-19 12:00:00,3.0,122.31,0.01,0.12,106.17,0.27,18.06,56.31,0.0
1768827600,2026-01-19 13:00:00,3.0,122.27,0.0,0.15,106.36,0.27,17.67,54.82,0.0
1768831200,2026-01-19 14:00:00,3.0,122.19,0.0,0.15,106.47,0.27,17.34,53.62,0.0
1768834800,2026-01-19 15:00:00,3.0,122.32,0.0,0.15,106.59,0.27,17.05,52.67,0.0
1768838400,2026-01-19 16:00:00,3.0,122.3,0.0,0.14,106.54,0.27,16.79,51.87,0.0
1768842000,2026-01-19 17:00:00,3.0,122.47,0.0,0.14,106.64,0.27,16.56,51.23,0.0
1768845600,2026-01-19 18:00:00,3.0,122.77,0.0,0.14,106.89,0.27,16.33,50.61,0.0
1768849200,2026-01-19 19:00:00,3.0,122.87,0.0,0.14,106.98,0.28,16.06,50.03,0.0
1768852800,2026-01-19 20:00:00,3.0,123.16,0.0,0.13,107.18,0.28,15.85,49.57,0.0
1768856400,2026-01-19 21:00:00,3.0,123.4,0.0,0.13,107.48,0.29,15.69,49.27,0.0
1768860000,2026-01-19 22:00:00,3.0,123.85,0.0,0.13,107.79,0.29,15.56,49.11,0.0
1768863600,2026-01-19 23:00:00,3.0,124.13,0.0,0.13,107.93,0.3,15.51,49.15,0.0
1768867200,2026-01-20 00:00:00,3.0,124.5,0.0,0.12,108.07,0.3,15.49,49.24,0.0
1768870800,2026-01-20 01:00:00,3.0,124.87,0.0,0.12,108.24,0.31,15.53,49.48,0.0
1768874400,2026-01-20 02:00:00,3.0,125.48,0.0,0.12,108.66,0.31,15.63,49.8,0.0
1768878000,2026-01-20 03:00:00,3.0,126.1,0.0,0.13,109.09,0.31,15.77,50.29,0.0
1768881600,2026-01-20 04:00:00,3.0,125.97,0.01,0.14,108.64,0.31,15.8,50.21,0.0
1768885200,2026-01-20 05:00:00,3.0,126.18,0.01,0.13,108.59,0.31,15.87,50.12,0.0
1768888800,2026-01-20 06:00:00,3.0,126.42,0.01,0.1,108.46,0.31,15.99,50.08,0.0
1768892400,2026-01-20 07:00:00,3.0,126.1,0.01,0.08,107.7,0.3,16.08,49.95,0.0
1768896000,2026-01-20 08:00:00,3.0,125.64,0.01,0.07,106.69,0.29,16.14,49.74,0.0
1768899600,2026-01-20 09:00:00,3.0,125.1,0.01,0.07,105.56,0.28,16.17,49.41,0.0
1768903200,2026-01-20 10:00:00,3.0,124.83,0.01,0.07,104.92,0.28,16.21,49.18,0.0
1768906800,2026-01-20 11:00:00,3.0,124.32,0.01,0.07,104.28,0.26,16.14,48.63,0.0
1768910400,2026-01-20 12:00:00,3.0,123.75,0.01,0.09,103.81,0.25,16.05,47.87,0.0
1768914000,2026-01-20 13:00:00,3.0,123.59,0.0,0.1,103.63,0.25,15.96,47.06,0.0
1768917600,2026-01-20 14:00:00,3.0,123.49,0.0,0.11,103.23,0.24,15.9,46.41,0.0
1768921200,2026-01-20 15:00:00,3.0,123.35,0.0,0.1,102.83,0.23,15.83,46.0,0.0
1768924800,2026-01-20 16:00:00,3.0,123.07,0.0,0.1,102.54,0.23,15.75,45.54,0.0
1768928400,2026-01-20 17:00:00,3.0,122.84,0.0,0.1,102.4,0.22,15.67,45.2,0.0
1768932000,2026-01-20 18:00:00,3.0,122.62,0.0,0.1,102.36,0.22,15.59,44.95,0.0
1768935600,2026-01-20 19:00:00,3.0,122.28,0.0,0.09,102.76,0.22,15.47,44.68,0.0
1768939200,2026-01-20 20:00:00,3.0,121.96,0.0,0.09,102.97,0.21,15.37,44.24,0.0
1768942800,2026-01-20 21:00:00,3.0,121.79,0.0,0.09,103.03,0.21,15.28,43.88,0.0
1768946400,2026-01-20 22:00:00,3.0,121.49,0.0,0.09,103.08,0.22,15.17,43.43,0.0
1768950000,2026-01-20 23:00:00,3.0,121.17,0.0,0.09,103.17,0.22,15.03,42.92,0.0
1768953600,2026-01-21 00:00:00,3.0,120.87,0.0,0.08,103.07,0.22,14.89,42.27,0.0
1768957200,2026-01-21 01:00:00,3.0,120.7,0.0,0.08,103.1,0.23,14.77,41.7,0.0
1768960800,2026-01-21 02:00:00,3.0,120.7,0.0,0.08,103.25,0.24,14.74,41.32,0.0
1768964400,2026-01-21 03:00:00,3.0,120.97,0.0,0.09,103.28,0.25,14.69,40.95,0.0
1768968000,2026-01-21 04:00:00,3.0,120.71,0.0,0.11,103.03,0.25,14.62,40.44,0.0
1768971600,2026-01-21 05:00:00,3.0,121.03,0.01,0.1,102.99,0.27,14.58,39.96,0.0
1768975200,2026-01-21 06:00:00,3.0,121.65,0.01,0.09,102.81,0.32,14.6,39.58,0.0
1768978800,2026-01-21 07:00:00,3.0,121.57,0.01,0.08,102.16,0.36,14.59,39.09,0.0
1768982400,2026-01-21 08:00:00,3.0,121.28,0.01,0.07,101.3,0.38,14.63,38.72,0.0
1768986000,2026-01-21 09:00:00,3.0,121.21,0.01,0.07,100.4,0.41,14.77,38.56,0.0
1768989600,2026-01-21 10:00:00,2.0,120.99,0.01,0.06,99.78,0.39,14.84,38.32,0.0
1768993200,2026-01-21 11:00:00,2.0,119.99,0.01,0.07,98.97,0.35,14.7,37.73,0.0
1768996800,2026-01-21 12:00:00,2.0,119.01,0.01,0.08,98.49,0.32,14.5,36.98,0.0
1769000400,2026-01-21 13:00:00,2.0,118.23,0.0,0.09,98.34,0.29,14.3,36.27,0.0
1769004000,2026-01-21 14:00:00,2.0,117.32,0.0,0.09,98.27,0.27,13.96,35.25,0.0
1769007600,2026-01-21 15:00:00,2.0,116.22,0.0,0.09,98.08,0.25,13.46,33.9,0.0
1769011200,2026-01-21 16:00:00,2.0,115.22,0.0,0.09,97.86,0.24,12.99,32.68,0.0
1769014800,2026-01-21 17:00:00,2.0,114.51,0.0,0.08,97.66,0.23,12.62,31.78,0.0
1769018400,2026-01-21 18:00:00,2.0,114.21,0.0,0.08,97.48,0.23,12.31,31.08,0.0
1769022000,2026-01-21 19:00:00,2.0,113.93,0.0,0.08,97.45,0.23,12.07,30.52,0.0
1769025600,2026-01-21 20:00:00,2.0,113.79,0.0,0.08,97.51,0.24,11.9,30.17,0.0
1769029200,2026-01-21 21:00:00,2.0,113.77,0.0,0.08,97.47,0.25,11.82,30.07,0.0
1769032800,2026-01-21 22:00:00,2.0,113.86,0.0,0.08,97.51,0.26,11.82,30.26,0.0
1769036400,2026-01-21 23:00:00,2.0,113.89,0.0,0.08,97.36,0.27,11.91,30.72,0.0
1769040000,2026-01-22 00:00:00,2.0,113.62,0.0,0.09,97.16,0.27,12.04,31.2,0.0
1769043600,2026-01-22 01:00:00,2.0,113.78,0.0,0.09,97.24,0.28,12.19,31.72,0.0
1769047200,2026-01-22 02:00:00,2.0,113.79,0.0,0.09,97.45,0.29,12.42,32.65,0.0
1769050800,2026-01-22 03:00:00,2.0,113.83,0.0,0.1,97.57,0.31,12.76,33.9,0.0
1769054400,2026-01-22 04:00:00,2.0,113.48,0.0,0.11,97.4,0.34,13.22,35.54,0.0
1769058000,2026-01-22 05:00:00,2.0,113.34,0.01,0.1,97.56,0.37,13.92,38.09,0.0
1769061600,2026-01-22 06:00:00,2.0,113.32,0.01,0.08,97.44,0.4,14.64,40.62,0.0
1769065200,2026-01-22 07:00:00,2.0,113.63,0.01,0.07,97.43,0.46,15.42,42.2,0.0
1769068800,2026-01-22 08:00:00,2.0,114.17,0.01,0.07,97.19,0.5,16.07,42.05,0.0
1769072400,2026-01-22 09:00:00,2.0,115.33,0.01,0.08,96.42,0.51,16.39,40.1,0.0
1769076000,2026-01-22 10:00:00,2.0,118.62,0.01,0.1,96.4,0.57,15.59,33.27,0.0
1769079600,2026-01-22 11:00:00,2.0,124.46,0.01,0.14,97.86,0.57,13.91,25.14,0.0
1769083200,2026-01-22 12:00:00,3.0,132.75,0.01,0.23,101.84,0.56,11.42,18.53,0.0
1769086800,2026-01-22 13:00:00,3.0,141.33,0.0,0.35,106.48,0.48,8.13,14.55,0.0
1769090400,2026-01-22 14:00:00,3.0,147.36,0.0,0.41,110.49,0.47,6.51,15.91,0.0
1769094000,2026-01-22 15:00:00,3.0,149.02,0.0,0.42,112.48,0.51,6.95,22.05,0.0
1769097600,2026-01-22 16:00:00,3.0,147.4,0.0,0.41,113.14,0.51,7.72,28.34,0.0
1769101200,2026-01-22 17:00:00,3.0,146.61,0.0,0.39,113.8,0.46,7.6,30.66,0.0
1769104800,2026-01-22 18:00:00,3.0,146.95,0.0,0.37,114.31,0.41,6.69,28.81,0.01
1769108400,2026-01-22 19:00:00,3.0,147.31,0.0,0.35,114.78,0.39,5.5,24.8,0.02
1769112000,2026-01-22 20:00:00,3.0,149.07,0.0,0.33,116.03,0.38,4.54,21.21,0.03
1769115600,2026-01-22 21:00:00,3.0,151.39,0.0,0.31,116.58,0.38,3.97,19.13,0.03
1769119200,2026-01-22 22:00:00,3.0,152.97,0.0,0.3,115.15,0.37,3.69,18.35,0.04
1769122800,2026-01-22 23:00:00,3.0,154.97,0.0,0.29,113.49,0.35,3.77,19.24,0.04
1769126400,2026-01-23 00:00:00,3.0,156.18,0.0,0.29,111.42,0.33,3.95,20.5,0.04
1769130000,2026-01-23 01:00:00,3.0,154.72,0.0,0.27,108.84,0.32,4.07,21.36,0.04
1769133600,2026-01-23 02:00:00,3.0,153.28,0.0,0.27,106.84,0.32,4.16,22.13,0.04
1769137200,2026-01-23 03:00:00,3.0,151.59,0.0,0.3,105.4,0.34,4.19,22.44,0.05
1769140800,2026-01-23 04:00:00,3.0,149.57,0.02,0.34,104.78,0.38,4.2,22.47,0.05
1769144400,2026-01-23 05:00:00,3.0,147.4,0.04,0.35,104.79,0.45,4.35,22.8,0.06
1769148000,2026-01-23 06:00:00,3.0,144.4,0.05,0.33,105.48,0.5,4.55,22.86,0.07
1769151600,2026-01-23 07:00:00,3.0,140.36,0.05,0.28,106.14,0.5,4.68,22.23,0.07
1769155200,2026-01-23 08:00:00,3.0,136.77,0.04,0.23,106.68,0.45,4.66,20.96,0.06
1769158800,2026-01-23 09:00:00,3.0,133.33,0.03,0.2,106.97,0.37,4.52,19.43,0.05
1769162400,2026-01-23 10:00:00,3.0,130.54,0.03,0.18,107.16,0.28,4.31,18.08,0.04
1769166000,2026-01-23 11:00:00,3.0,127.86,0.02,0.18,106.75,0.2,4.17,17.42,0.03
1769169600,2026-01-23 12:00:00,3.0,125.95,0.02,0.2,106.13,0.14,4.19,17.77,0.03
1769173200,2026-01-23 13:00:00,3.0,125.23,0.01,0.24,105.91,0.11,4.39,19.26,0.03
1769176800,2026-01-23 14:00:00,3.0,124.97,0.0,0.25,105.5,0.09,4.74,21.51,0.03
1769180400,2026-01-23 15:00:00,3.0,125.26,0.0,0.24,105.33,0.09,5.17,24.18,0.03
1769184000,2026-01-23 16:00:00,3.0,125.58,0.0,0.24,105.38,0.09,5.52,26.42,0.04
1769187600,2026-01-23 17:00:00,3.0,125.49,0.0,0.24,105.37,0.09,5.72,27.89,0.04
1769191200,2026-01-23 18:00:00,3.0,125.06,0.0,0.24,105.5,0.1,5.76,28.55,0.04
1769194800,2026-01-23 19:00:00,3.0,124.72,0.0,0.24,105.94,0.09,5.67,28.44,0.04
1769198400,2026-01-23 20:00:00,3.0,124.11,0.0,0.24,105.94,0.09,5.51,27.82,0.04
1769202000,2026-01-23 21:00:00,3.0,123.87,0.0,0.24,105.84,0.09,5.39,27.31,0.05
1769205600,2026-01-23 22:00:00,3.0,124.14,0.0,0.24,105.89,0.1,5.35,27.18,0.06
1769209200,2026-01-23 23:00:00,3.0,126.04,0.0,0.28,105.55,0.16,5.38,27.32,0.09
1769212800,2026-01-24 00:00:00,3.0,130.85,0.0,0.43,104.76,0.48,5.48,27.53,0.17
1769216400,2026-01-24 01:00:00,3.0,138.2,0.0,0.7,104.0,1.26,5.66,27.78,0.28
1769220000,2026-01-24 02:00:00,3.0,146.76,0.0,1.0,103.09,2.49,6.02,28.54,0.39
1769223600,2026-01-24 03:00:00,3.0,155.81,0.01,1.48,102.38,3.98,6.57,29.94,0.5
1769227200,2026-01-24 04:00:00,3.0,162.76,0.12,1.98,102.09,5.42,7.34,31.65,0.58
1769230800,2026-01-24 05:00:00,3.0,172.0,0.24,2.01,104.71,6.56,8.9,34.48,0.64
1769234400,2026-01-24 06:00:00,3.0,186.45,0.24,1.84,111.65,7.25,11.98,39.21,0.71
1769238000,2026-01-24 07:00:00,3.0,200.99,0.18,1.43,120.65,7.22,15.98,44.91,0.81
1769241600,2026-01-24 08:00:00,3.0,212.37,0.13,1.02,128.37,6.56,19.68,51.07,0.94
1769245200,2026-01-24 09:00:00,3.0,217.22,0.09,0.78,131.9,5.53,22.06,56.61,1.11
1769248800,2026-01-24 10:00:00,3.0,213.27,0.07,0.7,131.75,4.44,22.22,58.47,1.22
1769252400,2026-01-24 11:00:00,3.0,202.2,0.06,0.72,129.09,3.62,20.82,56.92,1.24
1769256000,2026-01-24 12:00:00,3.0,189.58,0.03,0.82,125.81,3.2,19.05,54.61,1.19
1769259600,2026-01-24 13:00:00,3.0,179.01,0.01,0.99,123.11,3.18,17.62,53.37,1.13
1769263200,2026-01-24 14:00:00,3.0,170.71,0.0,1.06,120.42,3.43,16.75,53.72,1.07
1769266800,2026-01-24 15:00:00,3.0,167.63,0.0,1.11,118.21,3.82,16.65,56.21,1.04
1769270400,2026-01-24 16:00:00,3.0,170.41,0.0,1.2,116.3,4.22,17.33,60.74,1.08
1769274000,2026-01-24 17:00:00,3.0,179.73,0.0,1.32,114.36,4.54,18.82,67.59,1.21
1769277600,2026-01-24 18:00:00,3.0,193.07,0.0,1.41,112.67,4.67,20.89,75.68,1.41
1769281200,2026-01-24 19:00:00,3.0,206.63,0.0,1.43,111.33,4.6,23.02,83.18,1.58
1769284800,2026-01-24 20:00:00,3.0,221.21,0.0,1.43,111.12,4.54,25.4,90.79,1.74
1769288400,2026-01-24 21:00:00,3.0,235.22,0.0,1.36,112.31,4.36,27.19,95.2,1.81
1769292000,2026-01-24 22:00:00,3.0,247.82,0.0,1.26,113.73,4.1,28.06,95.36,1.83
1769295600,2026-01-24 23:00:00,3.0,259.14,0.0,1.17,115.6,3.87,28.45,93.6,1.87
1769299200,2026-01-25 00:00:00,3.0,265.22,0.0,1.09,117.22,3.63,28.07,89.49,1.9
1769302800,2026-01-25 01:00:00,3.0,265.62,0.0,1.03,118.49,3.44,27.11,84.29,1.93
1769306400,2026-01-25 02:00:00,3.0,263.4,0.0,0.99,119.58,3.34,26.16,79.9,1.96
1769310000,2026-01-25 03:00:00,3.0,261.05,0.0,1.08,120.36,3.3,25.46,76.69,2.01
1769313600,2026-01-25 04:00:00,3.0,259.88,0.05,1.35,120.6,3.33,25.25,74.91,2.09
